# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
O75106	O75106	uc002ibu.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
O75106-2	O75106-2	uc002ibt.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
O75159	O75159	uc002rvf.3	protein_coding	0	0	3	9	3	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0
O75159	O75159	uc002rvg.3	protein_coding	0	0	3	9	3	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0
O75159	O75159	uc021vgx.1	protein_coding	0	0	3	5	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0
O75177	O75177	uc002ycb.3	protein_coding	0	1	3	36	5	0	0	0	0	0	0	0	31	3	0	0	0	0	0	0	0	0	1	0
O75475	O75475	uc003zlv.4	protein_coding	0	1	3	38	5	0	2	0	0	0	0	0	31	3	0	0	0	0	0	0	0	0	1	0
O75475	O75475	uc003zlw.4	protein_coding	0	1	3	38	5	0	2	0	0	0	0	0	31	3	0	0	0	0	0	0	0	0	1	0
O75475-2	O75475-2	uc003zlz.4	protein_coding	0	1	2	34	0	0	0	0	0	0	6	0	26	2	0	0	0	0	0	0	0	0	1	2
O75475-2	O75475-2	uc003zma.4	protein_coding	0	1	2	34	0	0	2	0	0	0	6	0	26	2	0	0	0	0	0	0	0	0	1	0
O75475-3	O75475-3	uc003zly.3	protein_coding	0	1	2	34	0	0	2	0	0	0	6	0	26	2	0	0	0	0	0	0	0	0	1	0
O75477	O75477	uc010qpm.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
O75478	O75478	uc002hnt.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
O75478	O75478	uc002hnv.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
O75478-2	O75478-2	uc002hnu.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
O75534	O75534	uc001efk.3	protein_coding	0	0	8	35	4	0	1	0	0	0	0	0	30	8	0	0	0	0	0	0	0	0	0	0
O75534	O75534	uc009wgv.3	protein_coding	0	0	8	35	4	0	1	0	0	0	0	0	30	8	0	0	0	0	0	0	0	0	0	0
O75534-2	O75534-2	uc001efl.3	protein_coding	0	0	8	35	4	0	1	0	0	0	0	0	30	8	0	0	0	0	0	0	0	0	0	0
O75534-2	O75534-2	uc001efn.3	protein_coding	0	0	8	35	4	0	1	0	0	0	0	0	30	8	0	0	0	0	0	0	0	0	0	0
O75626	O75626	uc003prd.2	protein_coding	2	6	7	30	12	0	0	0	0	0	0	0	19	7	0	0	1	0	1	0	1	0	6	0
O75626-3	O75626-3	uc003pre.3	protein_coding	2	6	6	27	12	0	0	0	0	0	0	0	10	6	0	0	1	0	1	0	1	0	6	6
O75821	O75821	uc002mnd.3	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
O75962	O75962	uc003jff.3	protein_coding	5	13	19	160	3	0	0	0	0	0	2	0	158	19	0	0	0	0	4	0	5	0	10	0
O75962-5	O75962-5	uc003jfh.1	protein_coding	4	12	13	126	0	0	0	0	0	0	6	0	117	13	0	0	0	0	3	0	4	0	10	5
O75969	O75969	uc001qnb.4	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
O75969	O75969	uc031qfv.1	protein_coding	0	0	0	8	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
O75971	O75971	uc002apu.1	protein_coding	0	0	0	13	1	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0
O77932	O77932	uc003nyp.1	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
O94832	O94832	uc002hho.1	protein_coding	0	4	5	71	7	0	0	0	0	0	1	0	64	5	0	0	0	0	2	0	0	0	2	1
O95071	O95071	uc003ykr.2	protein_coding	1	6	14	94	0	1	4	0	0	0	0	0	92	14	0	0	1	0	3	0	0	0	4	0
O95166	O95166	uc002gfb.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
O95167	O95167	uc002qde.3	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
O95267	O95267	uc001zke.4	protein_coding	1	1	5	36	2	0	1	0	0	0	0	0	33	5	0	0	0	0	0	0	1	0	1	0
O95267-2	O95267-2	uc001zkd.4	protein_coding	1	0	4	38	2	0	1	0	0	0	0	0	35	4	0	0	0	0	0	0	1	0	0	0
O95267-3	O95267-3	uc010bbf.3	protein_coding	0	0	2	35	2	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	1
O95267-5	O95267-5	uc010bbg.3	protein_coding	0	0	2	35	2	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	1
O95424	O95424	uc002dal.3	protein_coding	0	0	0	11	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
O95467	O95467	uc021wfl.1	protein_coding	0	3	2	72	6	0	0	0	0	0	0	0	66	2	0	0	0	0	2	0	0	0	1	0
O95467	O95467	uc021wfm.1	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
O95476	O95476	uc002gfd.2	protein_coding	0	4	1	12	1	0	2	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	3	2
O95476	O95476	uc002gfe.2	protein_coding	0	4	1	12	1	0	2	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	3	2
O95749	O95749	uc001hwv.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
O95749	O95749	uc001hww.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
O95749	O95749	uc001hwx.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
O95749	O95749	uc031psu.1	protein_coding	0	0	0	10	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
O95786	O95786	uc003zra.3	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
O95825	O95825	uc021wio.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
O95999	O95999	uc021opd.1	protein_coding	0	1	3	6	1	0	1	0	0	0	0	0	4	3	0	0	0	0	1	0	0	0	1	0
O96028	O96028	uc003gdz.4	protein_coding	4	8	8	78	1	0	1	0	0	0	0	0	76	8	0	0	0	0	2	0	4	0	8	0
O96028	O96028	uc003geb.4	protein_coding	4	8	8	76	1	0	1	0	0	0	0	0	73	8	0	0	0	0	2	0	4	0	8	1
O96028	O96028	uc003gec.4	protein_coding	4	8	8	76	1	0	1	0	0	0	0	0	73	8	0	0	0	0	2	0	4	0	8	1
O96028	O96028	uc003ged.4	protein_coding	4	8	8	76	1	0	1	0	0	0	0	0	73	8	0	0	0	0	2	0	4	0	8	1
O96028-2	O96028-2	uc010icf.3	protein_coding	3	6	6	45	1	3	4	0	0	0	0	0	28	6	0	0	0	0	2	0	3	0	3	12
O96028-3	O96028-3	uc003geh.1	protein_coding	1	2	3	51	14	0	1	0	0	0	14	0	22	3	0	0	0	0	0	0	1	0	2	0
O96028-3	O96028-3	uc010icd.1	protein_coding	1	2	3	54	14	0	1	0	0	0	14	0	25	3	0	0	0	0	0	0	1	0	2	0
O96028-3	O96028-3	uc010ice.1	protein_coding	1	2	3	51	14	0	1	0	0	0	14	0	22	3	0	0	0	0	0	0	1	0	2	0
O96028-4	O96028-4	uc003gei.4	protein_coding	3	7	4	59	1	4	6	0	0	0	0	0	51	4	0	0	0	0	2	0	3	0	3	1
O96028-4	O96028-4	uc011bvh.2	protein_coding	2	7	3	50	1	3	6	0	0	0	0	0	33	3	0	0	0	0	2	0	2	0	3	10
O96028-5	O96028-5	uc003gdy.1	protein_coding	1	2	3	35	0	0	1	0	0	0	9	0	25	3	0	0	0	0	0	0	1	0	2	0
O96028-5	O96028-5	uc003gea.1	protein_coding	1	2	3	33	0	0	1	0	0	0	9	0	22	3	0	0	0	0	0	0	1	0	2	1
O96028-6	O96028-6	uc003gdx.3	protein_coding	1	2	2	20	1	0	1	0	0	0	1	0	17	2	0	0	0	0	0	0	1	0	2	0
O96028-7	O96028-7	uc003geg.1	protein_coding	0	1	1	15	0	0	1	0	0	0	4	0	10	1	0	0	0	0	0	0	0	0	1	0
P01106	P01106	uc022bbe.1	protein_coding	1	1	3	22	2	1	3	0	0	0	3	0	8	3	0	0	0	0	1	0	1	0	0	6
P01106-2	P01106-2	uc003ysi.3	protein_coding	0	5	6	16	0	1	2	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	4	6
P01111	P01111	uc009wgu.3	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
P01127	P01127	uc003axf.3	protein_coding	3	3	2	44	6	1	4	0	0	0	0	0	36	2	0	0	2	0	0	0	1	0	2	0
P01133	P01133	uc003hzy.4	protein_coding	1	5	10	30	0	0	0	0	0	0	0	0	31	10	0	0	0	0	1	0	1	0	4	0
P01133-2	P01133-2	uc011cfu.2	protein_coding	1	5	9	31	0	0	0	0	0	0	0	0	32	9	0	0	0	0	1	0	1	0	4	0
P01282	P01282	uc003qpe.4	protein_coding	1	2	1	4	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	1	0	1	0
P01282-2	P01282-2	uc003qpf.4	protein_coding	1	2	1	4	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	1	0	1	0
P01303	P01303	uc003sww.2	protein_coding	0	4	2	5	0	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	0	3	0
P02751-13	P02751-13	uc002vfj.3	protein_coding	2	15	13	92	2	1	1	0	0	0	0	0	92	13	0	0	1	0	3	0	1	0	12	0
P02751-14	P02751-14	uc002vfb.3	protein_coding	4	15	12	91	2	1	1	0	0	0	0	0	91	12	0	0	1	0	4	0	3	0	12	0
P02751-7	P02751-7	uc002vfi.3	protein_coding	5	16	17	84	2	1	1	0	0	0	0	0	84	17	0	0	1	0	4	0	4	0	13	0
P02751-9	P02751-9	uc002vfc.3	protein_coding	4	15	12	91	2	1	1	0	0	0	0	0	91	12	0	0	1	0	4	0	3	0	12	0
P04049	P04049	uc003bxf.4	protein_coding	1	2	3	31	1	0	0	0	0	0	0	0	30	3	0	0	0	0	0	0	1	0	2	0
P04198	P04198	uc002rci.3	protein_coding	1	4	4	6	4	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	1	0	4	0
P04198	P04198	uc010yjr.2	protein_coding	1	4	4	6	4	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	1	0	4	0
P04233	P04233	uc003lsc.3	protein_coding	0	4	4	13	1	0	0	0	0	0	0	0	13	4	0	0	0	0	2	0	0	0	3	0
P04233-2	P04233-2	uc003lsd.3	protein_coding	0	3	3	15	1	0	0	0	0	0	0	0	15	3	0	0	0	0	2	0	0	0	2	0
P04233-3	P04233-3	uc003lse.3	protein_coding	0	3	2	16	1	0	0	0	0	0	0	0	16	2	0	0	0	0	2	0	0	0	2	0
P04626	P04626	uc002hso.3	protein_coding	4	8	11	50	2	0	0	0	0	0	4	0	46	11	0	0	1	0	1	0	3	0	7	0
P04626	P04626	uc002hsp.3	protein_coding	4	8	10	51	2	0	2	0	0	0	4	0	45	10	0	0	1	0	1	0	3	0	7	0
P04626-4	P04626-4	uc010cwa.3	protein_coding	4	8	11	51	2	0	0	0	0	0	4	0	46	11	0	0	1	0	1	0	3	0	7	1
P04629	P04629	uc001fqh.1	protein_coding	1	4	5	35	3	0	0	0	0	0	0	0	33	5	0	0	0	0	3	0	1	0	2	1
P04629-2	P04629-2	uc001fqi.1	protein_coding	1	4	5	35	3	0	0	0	0	0	0	0	33	5	0	0	0	0	3	0	1	0	2	1
P04629-3	P04629-3	uc001fqf.1	protein_coding	1	4	5	108	3	0	2	0	0	0	0	0	105	5	0	0	0	0	3	0	1	0	2	0
P04629-4	P04629-4	uc009wsi.1	protein_coding	1	4	4	109	3	0	2	0	0	0	0	0	106	4	0	0	0	0	3	0	1	0	2	0
P05019	P05019	uc001tjp.4	protein_coding	0	0	1	12	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0
P05019-3	P05019-3	uc001tjn.2	protein_coding	0	0	1	21	6	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	2
P05023	P05023	uc001ege.3	protein_coding	2	2	5	56	1	0	2	0	0	0	11	0	44	5	0	0	2	0	1	0	0	0	2	0
P05023	P05023	uc010owv.1	protein_coding	2	2	5	56	0	0	0	0	0	0	14	0	44	5	0	0	2	0	1	0	0	0	2	0
P05060	P05060	uc002wmg.3	protein_coding	2	0	6	12	4	0	2	0	0	0	0	0	6	6	0	0	0	0	0	0	2	0	0	0
P05060	P05060	uc010zqz.2	protein_coding	1	1	2	17	4	1	6	0	0	0	0	0	7	2	0	0	0	0	0	0	1	0	0	0
P05091	P05091	uc001tst.3	protein_coding	0	4	4	32	3	0	0	0	0	0	0	0	30	4	0	0	0	0	2	0	0	0	2	1
P05166	P05166	uc003eqy.2	protein_coding	0	4	4	45	0	0	0	0	0	0	8	0	37	4	0	0	0	0	0	0	0	0	4	0
P05166-2	P05166-2	uc011bmc.2	protein_coding	0	4	4	45	0	0	0	0	0	0	8	0	37	4	0	0	0	0	0	0	0	0	4	0
P05231	P05231	uc003svj.4	protein_coding	0	0	1	11	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2
P05412	P05412	uc001cze.3	protein_coding	1	1	2	14	9	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
P05997	P05997	uc002uqk.3	protein_coding	2	8	9	93	2	0	0	0	0	0	0	0	94	9	0	0	1	0	2	0	1	0	6	0
P06239	P06239	uc001bux.3	protein_coding	1	4	2	23	0	0	0	0	0	0	0	0	26	2	0	0	1	0	2	0	0	0	2	0
P06239	P06239	uc001buy.3	protein_coding	1	4	2	16	0	0	1	0	0	0	0	0	17	2	0	0	1	0	2	0	0	0	2	1
P06239	P06239	uc010ohc.1	protein_coding	0	5	2	15	0	0	0	0	0	0	3	0	13	2	0	0	0	0	2	0	0	0	3	1
P06239-3	P06239-3	uc001buz.3	protein_coding	1	4	2	16	0	0	1	0	0	0	0	0	17	2	0	0	1	0	2	0	0	0	2	1
P06400	P06400	uc001vcb.3	protein_coding	1	2	7	82	3	1	1	0	0	0	0	0	79	7	0	0	0	0	2	0	1	0	0	0
P06748	P06748	uc003mbi.3	protein_coding	0	1	1	38	0	0	1	0	0	0	4	0	34	1	0	0	0	0	1	0	0	0	0	0
P06748-2	P06748-2	uc003mbj.3	protein_coding	0	1	1	38	0	0	1	0	0	0	4	0	34	1	0	0	0	0	1	0	0	0	0	0
P06748-3	P06748-3	uc003mbh.3	protein_coding	0	0	1	39	0	0	1	0	0	0	11	0	27	1	0	0	0	0	0	0	0	0	0	0
P07949	P07949	uc001jal.3	protein_coding	4	13	16	99	10	0	0	0	0	0	0	0	88	16	0	0	0	0	2	0	4	0	12	2
P07949-2	P07949-2	uc001jak.1	protein_coding	4	13	15	100	3	0	0	0	0	0	11	0	85	15	0	0	0	0	2	0	4	0	12	2
P07954	P07954	uc001hyx.3	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
P08069	P08069	uc002bul.3	protein_coding	0	3	7	123	31	0	1	0	0	0	1	0	89	7	0	1	0	0	1	0	0	0	2	1
P08069	P08069	uc010urq.2	protein_coding	0	2	5	74	0	0	1	0	0	0	5	0	67	5	0	1	0	0	1	0	0	0	1	1
P08183	P08183	uc003uiz.2	protein_coding	0	4	6	96	1	0	1	0	0	0	0	0	94	6	0	0	0	0	0	0	0	0	4	0
P08238	P08238	uc003oxa.2	protein_coding	0	5	3	18	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	5	0
P08238	P08238	uc003oxb.2	protein_coding	0	5	3	18	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	5	0
P08238	P08238	uc003oxc.2	protein_coding	0	5	1	21	0	1	3	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	4	7
P08238	P08238	uc011dvs.2	protein_coding	0	5	3	18	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	5	0
P08238	P08238	uc031sor.1	protein_coding	0	5	3	18	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	5	0
P08670	P08670	uc001iou.2	protein_coding	1	1	4	12	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	1	0	1	0
P08922	P08922	uc003pxp.1	protein_coding	3	8	6	56	0	0	0	0	0	0	0	0	58	6	0	0	0	0	3	0	3	0	5	1
P09211	P09211	uc001omf.3	protein_coding	0	2	0	18	1	1	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	3
P0C1Z6	P0C1Z6	uc010yej.1	protein_coding	1	4	2	16	0	1	2	0	0	0	0	0	15	2	0	0	0	0	1	0	1	0	2	0
P0C7M3	P0C7M3	uc001wtr.3	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
P0C7P0	P0C7P0	uc010wds.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
P10276	P10276	uc002huk.2	protein_coding	0	1	4	72	3	0	1	0	0	0	0	0	68	4	0	0	0	0	0	0	0	0	1	0
P10276	P10276	uc002hul.4	protein_coding	0	1	4	66	3	0	1	0	0	0	0	0	59	4	0	0	0	0	0	0	0	0	1	3
P10276	P10276	uc021txb.1	protein_coding	0	1	4	59	0	0	1	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	1	0
P10276-3	P10276-3	uc010wfe.2	protein_coding	0	1	3	67	3	0	1	0	0	0	0	0	60	3	0	0	0	0	0	0	0	0	1	3
P10644	P10644	uc002jhg.4	protein_coding	0	0	3	44	13	0	1	0	0	0	7	0	23	3	0	0	0	0	0	0	0	0	0	0
P10644	P10644	uc002jhh.4	protein_coding	0	0	3	44	13	0	1	0	0	0	7	0	21	3	0	0	0	0	0	0	0	0	0	2
P10644	P10644	uc002jhi.4	protein_coding	0	0	3	44	13	0	1	0	0	0	7	0	21	3	0	0	0	0	0	0	0	0	0	2
P10644	P10644	uc002jhj.4	protein_coding	0	0	3	44	13	0	1	0	0	0	7	0	21	3	0	0	0	0	0	0	0	0	0	2
P10644	P10644	uc002jhk.4	protein_coding	0	2	2	45	13	1	2	0	0	0	7	0	21	2	0	0	0	0	1	0	0	0	0	2
P10644	P10644	uc002jhl.4	protein_coding	0	0	3	44	13	0	0	0	0	0	7	0	18	3	0	0	0	0	0	0	0	0	0	6
P10645	P10645	uc001ybc.4	protein_coding	1	2	5	28	2	0	3	0	0	0	0	0	23	5	0	0	0	0	0	0	1	0	2	0
P10721	P10721	uc010igr.3	protein_coding	0	5	8	57	4	1	2	0	0	0	0	0	51	8	0	0	0	0	2	0	0	0	2	2
P10721-2	P10721-2	uc010igs.3	protein_coding	0	5	8	57	4	1	2	0	0	0	0	0	51	8	0	0	0	0	2	0	0	0	2	2
P11362	P11362	uc022aua.1	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11362-14	P11362-14	uc022aud.1	protein_coding	0	5	3	56	8	0	0	0	0	0	0	0	51	3	0	0	0	0	3	0	0	0	2	0
P11362-16	P11362-16	uc003xlv.3	protein_coding	0	1	1	37	3	0	0	0	0	0	8	0	27	1	0	0	0	0	1	0	0	0	0	0
P11362-18	P11362-18	uc003xlu.3	protein_coding	0	1	1	37	3	0	0	0	0	0	8	0	27	1	0	0	0	0	1	0	0	0	0	0
P11362-2	P11362-2	uc003xlp.3	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11362-20	P11362-20	uc010lwk.3	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11362-21	P11362-21	uc011lbu.2	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11362-3	P11362-3	uc011lbw.2	protein_coding	0	5	3	56	8	0	0	0	0	0	0	0	51	3	0	0	0	0	3	0	0	0	2	0
P11362-3	P11362-3	uc022auc.1	protein_coding	0	5	3	56	8	0	0	0	0	0	0	0	51	3	0	0	0	0	3	0	0	0	2	0
P11362-7	P11362-7	uc011lbv.2	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11362-7	P11362-7	uc022aub.1	protein_coding	1	5	3	55	8	0	0	0	0	0	0	0	50	3	0	0	0	0	4	0	1	0	2	0
P11912	P11912	uc002orv.3	protein_coding	0	1	3	10	2	1	2	0	0	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0
P11912-2	P11912-2	uc002oru.3	protein_coding	0	1	3	10	2	1	2	0	0	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0
P12259	P12259	uc001ggg.1	protein_coding	2	5	17	34	0	0	0	0	0	0	0	0	34	17	0	0	0	0	1	0	2	0	5	0
P12524	P12524	uc001ces.2	protein_coding	0	9	6	8	4	1	3	0	0	0	0	0	2	6	0	0	0	0	2	0	0	0	7	0
P12830	P12830	uc002ewg.1	protein_coding	0	6	4	46	4	0	1	0	0	0	4	0	37	4	0	0	0	0	1	0	0	0	5	1
P13995	P13995	uc002skj.3	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
P13995	P13995	uc002skk.3	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
P13995	P13995	uc010yro.2	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
P14210	P14210	uc003uhl.3	protein_coding	1	0	6	43	0	0	1	0	0	0	0	0	42	6	0	0	0	0	0	0	1	0	0	0
P14210-2	P14210-2	uc003uhn.1	protein_coding	0	0	1	21	3	0	1	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0
P14210-3	P14210-3	uc003uhm.3	protein_coding	1	0	6	43	0	0	1	0	0	0	0	0	42	6	0	0	0	0	0	0	1	0	0	0
P14210-5	P14210-5	uc003uho.1	protein_coding	0	0	1	21	3	0	1	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0
P14210-6	P14210-6	uc003uhp.3	protein_coding	0	0	1	15	3	0	1	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0
P14616	P14616	uc010pht.2	protein_coding	2	7	14	37	0	0	0	0	0	0	1	0	35	14	0	0	0	0	0	0	2	0	7	1
P15056	P15056	uc003vwc.4	protein_coding	1	2	3	46	0	0	0	0	0	0	0	0	46	3	0	0	0	0	2	0	1	0	2	0
P15311	P15311	uc003qrt.4	protein_coding	3	3	8	43	8	0	0	0	0	0	0	0	37	8	0	0	0	0	2	0	3	0	1	0
P15311	P15311	uc003qru.4	protein_coding	3	3	8	43	8	0	0	0	0	0	0	0	37	8	0	0	0	0	2	0	3	0	1	0
P16220	P16220	uc002vcc.3	protein_coding	0	2	2	20	2	0	1	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	2	0
P16234	P16234	uc003han.4	protein_coding	1	6	3	59	7	0	0	0	0	0	1	0	51	3	0	0	0	0	0	0	1	0	6	0
P16234	P16234	uc010igq.1	protein_coding	1	2	2	34	0	0	0	0	0	0	6	0	28	2	0	0	0	0	0	0	1	0	2	0
P16234-2	P16234-2	uc003hal.3	protein_coding	0	0	0	14	1	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0
P17096	P17096	uc003oit.3	protein_coding	0	0	0	22	9	0	1	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0
P17096	P17096	uc003oiu.3	protein_coding	0	0	0	22	9	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0
P17096	P17096	uc003oiz.3	protein_coding	0	0	0	22	9	0	1	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0
P17096	P17096	uc003ojd.3	protein_coding	0	0	0	22	9	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	3
P17096	P17096	uc011dsp.2	protein_coding	0	0	0	22	9	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1
P17542	P17542	uc001cqx.2	protein_coding	1	2	2	12	3	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	1	0	2	0
P17542	P17542	uc001cqy.2	protein_coding	1	2	2	12	3	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	1	0	2	0
P17844	P17844	uc002jej.2	protein_coding	0	1	2	17	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	1	4
P17844	P17844	uc002jek.2	protein_coding	0	1	2	17	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	1	4
P18074	P18074	uc002pbj.2	protein_coding	0	8	6	48	0	1	1	0	0	0	9	0	38	6	0	0	0	0	1	0	0	0	7	0
P18074	P18074	uc002pbk.2	protein_coding	0	7	6	49	0	1	3	0	0	0	10	0	36	6	0	0	0	0	1	0	0	0	6	0
P18074-2	P18074-2	uc002pbl.4	protein_coding	0	6	5	32	1	1	3	0	0	0	12	0	16	5	0	0	0	0	1	0	0	0	5	0
P18405	P18405	uc003jdw.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
P18615	P18615	uc003nyk.3	protein_coding	0	0	0	33	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
P18846	P18846	uc001rww.4	protein_coding	0	4	1	16	5	0	0	0	0	0	0	0	13	1	0	0	0	0	3	0	0	0	2	0
P18846	P18846	uc010smu.2	protein_coding	0	0	0	21	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
P18848	P18848	uc003axz.3	protein_coding	0	0	1	5	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2
P18848	P18848	uc003aya.3	protein_coding	0	0	1	5	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2
